,Finish,Start,Car #,Make
10100,20,17,38.0,Ford
10101,21,13,88.0,Chevrolet
10102,22,34,15.0,Chevrolet
10103,23,37,77.0,Chevrolet
10104,24,36,27.0,Chevrolet
10105,25,35,51.0,Ford
10106,26,40,54.0,Chevrolet
10107,27,27,19.0,Toyota
10108,28,38,52.0,Ford
10109,29,39,53.0,Ford
10110,30,8,1.0,Chevrolet
10111,31,12,17.0,Ford
10112,32,28,36.0,Ford
10113,33,19,42.0,Chevrolet
10114,34,11,8.0,Chevrolet
10115,35,5,48.0,Chevrolet
10116,36,32,96.0,Toyota
10117,37,7,18.0,Toyota
10118,38,6,2.0,Ford
10119,39,14,20.0,Toyota
10120,40,31,0.0,Chevrolet
10122,1,24,19.0,Toyota
10123,2,3,4.0,Ford
10124,3,18,2.0,Ford
10125,4,8,9.0,Chevrolet
10126,5,23,12.0,Ford
10127,6,19,88.0,Chevrolet
10128,7,14,24.0,Chevrolet
10129,8,15,42.0,Chevrolet
10130,9,22,22.0,Ford
10131,10,17,6.0,Ford
10132,11,9,48.0,Chevrolet
10133,12,7,3.0,Chevrolet
10134,13,4,10.0,Ford
10135,14,21,21.0,Ford
10136,15,13,11.0,Toyota
10137,16,27,13.0,Chevrolet
10138,17,6,8.0,Chevrolet
10139,18,28,37.0,Chevrolet
10140,19,20,18.0,Toyota
10141,20,2,41.0,Ford
10142,21,25,95.0,Toyota
10143,22,11,38.0,Ford
10144,23,31,43.0,Chevrolet
10145,24,10,34.0,Ford
10146,25,1,14.0,Ford
10147,26,12,17.0,Ford
10148,27,16,47.0,Chevrolet
10149,28,33,32.0,Ford
10150,29,30,0.0,Chevrolet
10151,30,29,36.0,Ford
10152,31,32,15.0,Chevrolet
10153,32,36,53.0,Ford
10154,33,35,51.0,Ford
10155,34,38,27.0,Chevrolet
10156,35,34,52.0,Ford
10157,36,26,20.0,Toyota
10158,37,37,77.0,Chevrolet
10159,38,39,66.0,Toyota
10160,39,5,1.0,Chevrolet
10162,1,8,19.0,Toyota
10163,2,4,18.0,Toyota
10164,3,6,11.0,Toyota
10165,4,1,2.0,Ford
10166,5,19,6.0,Ford
10167,6,13,42.0,Chevrolet
10168,7,2,4.0,Ford
10169,8,5,14.0,Ford
10170,9,14,41.0,Ford
10171,10,10,48.0,Chevrolet
10172,11,28,22.0,Ford
10173,12,37,43.0,Chevrolet
10174,13,3,9.0,Chevrolet
10175,14,12,95.0,Toyota
10176,15,18,17.0,Ford
10177,16,7,10.0,Ford
10178,17,15,12.0,Ford
10179,18,9,1.0,Chevrolet
10180,19,27,38.0,Ford
10181,20,26,36.0,Ford
10182,21,11,34.0,Ford
10183,22,17,3.0,Chevrolet
10184,23,20,88.0,Chevrolet
10185,24,25,24.0,Chevrolet
10186,25,22,8.0,Chevrolet
10187,26,30,13.0,Chevrolet
10188,27,24,21.0,Ford
10189,28,34,0.0,Chevrolet
10190,29,29,32.0,Ford
10191,30,21,47.0,Chevrolet
10192,31,23,37.0,Chevrolet
10193,32,32,51.0,Chevrolet
10194,33,38,52.0,Ford
10195,34,35,53.0,Chevrolet
10196,35,36,27.0,Chevrolet
10197,36,31,15.0,Chevrolet
10198,37,33,77.0,Chevrolet
10199,38,16,20.0,Toyota
10201,1,19,9.0,Chevrolet
10202,2,2,88.0,Chevrolet
10203,3,6,4.0,Ford
10204,4,5,14.0,Ford
10205,5,11,2.0,Ford
10206,6,1,24.0,Chevrolet
10207,7,8,19.0,Toyota
10208,8,9,12.0,Ford
10209,9,4,48.0,Chevrolet
10210,10,3,22.0,Ford
10211,11,18,95.0,Toyota
10212,12,22,34.0,Ford
10213,13,7,42.0,Chevrolet
10214,14,16,10.0,Ford
10215,15,29,13.0,Chevrolet
10216,16,10,21.0,Ford
10217,17,21,17.0,Ford
10218,18,12,37.0,Chevrolet
10219,19,28,11.0,Toyota
10220,20,23,1.0,Chevrolet
10221,21,14,47.0,Chevrolet
10222,22,37,15.0,Chevrolet
10223,23,30,3.0,Chevrolet
10224,24,25,43.0,Chevrolet
10225,25,36,36.0,Ford
10226,26,40,96.0,Toyota
10227,27,26,32.0,Ford
10228,28,32,0.0,Chevrolet
10229,29,31,51.0,Chevrolet
10230,30,33,66.0,Toyota
10231,31,39,27.0,Chevrolet
10232,32,24,6.0,Ford
10233,33,20,8.0,Chevrolet
10234,34,13,41.0,Ford
10235,35,27,38.0,Ford
10236,36,35,52.0,Ford
10237,37,17,18.0,Toyota
10238,38,34,53.0,Chevrolet
10239,39,38,77.0,Chevrolet
10240,40,15,20.0,Toyota
10242,1,2,42.0,Chevrolet
10243,2,3,19.0,Toyota
10244,3,12,88.0,Chevrolet
10245,4,4,4.0,Ford
10246,5,1,11.0,Toyota
10247,6,18,18.0,Toyota
10248,7,20,95.0,Toyota
10249,8,11,48.0,Chevrolet
10250,9,9,1.0,Chevrolet
10251,10,17,14.0,Ford
10252,11,16,2.0,Ford
10253,12,13,21.0,Ford
10254,13,6,24.0,Chevrolet
10255,14,15,41.0,Ford
10256,15,8,20.0,Toyota
10257,16,19,17.0,Ford
10258,17,7,10.0,Ford
10259,18,27,3.0,Chevrolet
10260,19,32,47.0,Chevrolet
10261,20,26,43.0,Chevrolet
10262,21,31,8.0,Chevrolet
10263,22,24,6.0,Ford
10264,23,25,13.0,Chevrolet
10265,24,28,34.0,Ford
10266,25,23,36.0,Ford
10267,26,30,0.0,Chevrolet
10268,27,21,38.0,Ford
10269,28,29,32.0,Ford
10270,29,33,51.0,Chevrolet
10271,30,36,27.0,Chevrolet
10272,31,34,15.0,Chevrolet
10273,32,35,52.0,Ford
10274,33,37,54.0,Ford
10275,34,14,22.0,Ford
10276,35,10,12.0,Ford
10277,36,22,37.0,Chevrolet
10278,37,38,77.0,Chevrolet
10279,38,5,9.0,Chevrolet
10281,1,9,12.0,Ford
10282,2,13,6.0,Ford
10283,3,40,11.0,Toyota
10284,4,5,10.0,Ford
10285,5,22,34.0,Ford
10286,6,20,3.0,Chevrolet
10287,7,33,32.0,Ford
10288,8,1,9.0,Chevrolet
10289,9,7,17.0,Ford
10290,10,21,13.0,Chevrolet
10291,11,10,22.0,Ford
10292,12,34,15.0,Chevrolet
10293,13,16,36.0,Ford
10294,14,25,0.0,Chevrolet
10295,15,32,96.0,Toyota
10296,16,14,21.0,Ford
10297,17,15,4.0,Ford
10298,18,30,47.0,Chevrolet
10299,19,26,18.0,Toyota
10300,20,23,37.0,Chevrolet
10301,21,29,8.0,Chevrolet
10302,22,38,27.0,Chevrolet
10303,23,8,14.0,Ford
10304,24,27,43.0,Chevrolet
10305,25,6,2.0,Ford
10306,26,18,19.0,Toyota
10307,27,28,62.0,Chevrolet
10308,28,24,1.0,Chevrolet
10309,29,17,38.0,Ford
10310,30,31,95.0,Toyota
10311,31,35,77.0,Chevrolet
10312,32,19,41.0,Ford
10313,33,3,24.0,Chevrolet
10314,34,11,20.0,Toyota
10315,35,37,51.0,Ford
10316,36,36,66.0,Toyota
10317,37,2,88.0,Chevrolet
10318,38,4,48.0,Chevrolet
10319,39,12,42.0,Chevrolet
10320,40,39,52.0,Chevrolet
10322,1,23,11.0,Toyota
10323,2,14,9.0,Chevrolet
10324,3,18,18.0,Toyota
10325,4,15,1.0,Chevrolet
10326,5,25,24.0,Chevrolet
10327,6,11,19.0,Toyota
10328,7,20,20.0,Toyota
10329,8,21,14.0,Ford
10330,9,40,4.0,Ford
10331,10,12,48.0,Chevrolet
10332,11,16,88.0,Chevrolet
10333,12,28,47.0,Chevrolet
10334,13,26,37.0,Chevrolet
10335,14,5,42.0,Chevrolet
10336,15,27,95.0,Toyota
10337,16,19,17.0,Ford
10338,17,29,22.0,Ford
10339,18,22,21.0,Ford
10340,19,4,2.0,Ford
10341,20,9,3.0,Chevrolet
10342,21,3,12.0,Ford
10343,22,24,13.0,Chevrolet
10344,23,13,10.0,Ford
10345,24,6,34.0,Ford
10346,25,17,36.0,Ford
10347,26,2,38.0,Ford
10348,27,33,15.0,Chevrolet
10349,28,31,32.0,Ford
10350,29,32,96.0,Toyota
10351,30,36,51.0,Ford
10352,31,1,8.0,Chevrolet
10353,32,8,41.0,Ford
10354,33,34,27.0,Chevrolet
10355,34,35,52.0,Ford
10356,35,10,43.0,Chevrolet
10357,36,37,53.0,Ford
10358,37,30,0.0,Chevrolet
10359,38,39,66.0,Toyota
10360,39,38,77.0,Chevrolet
10361,40,7,6.0,Ford
10363,1,3,19.0,Toyota
10364,2,11,24.0,Chevrolet
10365,3,15,2.0,Ford
10366,4,1,11.0,Toyota
10367,5,6,12.0,Ford
10368,6,25,1.0,Chevrolet
10369,7,22,4.0,Ford
10370,8,10,22.0,Ford
10371,9,14,42.0,Chevrolet
10372,10,35,6.0,Ford
10373,11,17,38.0,Ford
10374,12,20,37.0,Chevrolet
10375,13,26,43.0,Chevrolet
10376,14,13,18.0,Toyota
10377,15,16,17.0,Ford
10378,16,12,95.0,Toyota
10379,17,18,8.0,Chevrolet
10380,18,36,32.0,Ford
10381,19,21,47.0,Chevrolet
10382,20,8,20.0,Toyota
10383,21,28,21.0,Ford
10384,22,23,3.0,Chevrolet
10385,23,5,34.0,Ford
10386,24,27,13.0,Chevrolet
10387,25,29,36.0,Ford
10388,26,30,0.0,Chevrolet
10389,27,38,51.0,Chevrolet
10390,28,32,53.0,Chevrolet
10391,29,33,15.0,Chevrolet
10392,30,19,88.0,Chevrolet
10393,31,9,41.0,Ford
10394,32,34,52.0,Chevrolet
10395,33,31,27.0,Chevrolet
10396,34,37,77.0,Chevrolet
10397,35,7,14.0,Ford
10398,36,2,9.0,Chevrolet
10399,37,4,10.0,Ford
10400,38,24,48.0,Chevrolet
10402,1,1,4.0,Ford
10403,2,6,10.0,Ford
10404,3,7,41.0,Ford
10405,4,11,22.0,Ford
10406,5,5,88.0,Chevrolet
10407,6,17,19.0,Toyota
10408,7,12,18.0,Toyota
10409,8,15,12.0,Ford
10410,9,4,1.0,Chevrolet
10411,10,2,20.0,Toyota
10412,11,24,14.0,Ford
10413,12,13,42.0,Chevrolet
10414,13,21,3.0,Chevrolet
10415,14,10,95.0,Toyota
10416,15,25,6.0,Ford
10417,16,16,8.0,Chevrolet
10418,17,18,24.0,Chevrolet
10419,18,19,13.0,Chevrolet
10420,19,20,37.0,Chevrolet
10421,20,31,21.0,Ford
10422,21,29,36.0,Ford
10423,22,30,96.0,Toyota
10424,23,28,47.0,Chevrolet
10425,24,22,43.0,Chevrolet
10426,25,27,34.0,Ford
10427,26,34,53.0,Ford
10428,27,32,0.0,Chevrolet
10429,28,3,11.0,Toyota
10430,29,38,15.0,Chevrolet
10431,30,39,51.0,Chevrolet
10432,31,35,27.0,Chevrolet
10433,32,14,9.0,Chevrolet
10434,33,37,77.0,Chevrolet
10435,34,23,48.0,Chevrolet
10436,35,26,38.0,Ford
10437,36,36,52.0,Ford
10438,37,40,66.0,Toyota
10439,38,33,32.0,Ford
10440,39,8,2.0,Ford
10441,40,9,17.0,Ford
10443,1,3,11.0,Toyota
10444,2,1,18.0,Toyota
10445,3,10,12.0,Ford
10446,4,5,42.0,Chevrolet
10447,5,7,4.0,Ford
10448,6,4,19.0,Toyota
10449,7,9,20.0,Toyota
10450,8,13,14.0,Ford
10451,9,2,22.0,Ford
10452,10,12,2.0,Ford
10453,11,8,1.0,Chevrolet
10454,12,19,21.0,Ford
10455,13,16,95.0,Toyota
10456,14,22,48.0,Chevrolet
10457,15,15,41.0,Ford
10458,16,17,37.0,Chevrolet
10459,17,18,24.0,Chevrolet
10460,18,20,6.0,Ford
10461,19,24,17.0,Ford
10462,20,29,13.0,Chevrolet
10463,21,27,8.0,Chevrolet
10464,22,11,10.0,Ford
10465,23,14,88.0,Chevrolet
10466,24,28,3.0,Chevrolet
10467,25,23,43.0,Chevrolet
10468,26,25,47.0,Chevrolet
10469,27,26,36.0,Ford
10470,28,32,15.0,Chevrolet
10471,29,39,53.0,Ford
10472,30,21,34.0,Ford
10473,31,35,51.0,Chevrolet
10474,32,34,52.0,Chevrolet
10475,33,33,0.0,Chevrolet
10476,34,36,27.0,Chevrolet
10477,35,31,32.0,Ford
10478,36,30,38.0,Ford
10479,37,37,77.0,Chevrolet
10480,38,38,66.0,Toyota
10481,39,6,9.0,Chevrolet
10483,1,4,18.0,Toyota
10484,2,3,19.0,Toyota
10485,3,16,20.0,Toyota
10486,4,2,4.0,Ford
10487,5,5,22.0,Ford
10488,6,10,14.0,Ford
10489,7,15,6.0,Ford
10490,8,22,3.0,Chevrolet
10491,9,12,88.0,Chevrolet
10492,10,1,11.0,Toyota
10493,11,7,12.0,Ford
10494,12,25,8.0,Chevrolet
10495,13,18,48.0,Chevrolet
10496,14,17,41.0,Ford
10497,15,11,9.0,Chevrolet
10498,16,20,37.0,Chevrolet
10499,17,19,21.0,Ford
10500,18,8,2.0,Ford
10501,19,23,17.0,Ford
10502,20,21,95.0,Toyota
10503,21,13,1.0,Chevrolet
10504,22,14,10.0,Ford
10505,23,30,36.0,Ford
10506,24,24,13.0,Chevrolet
10507,25,26,47.0,Chevrolet
10508,26,28,34.0,Ford
10509,27,31,38.0,Ford
10510,28,33,0.0,Chevrolet
10511,29,37,96.0,Toyota
10512,30,34,51.0,Ford
10513,31,29,32.0,Ford
10514,32,39,53.0,Chevrolet
10515,33,40,66.0,Toyota
10516,34,27,43.0,Chevrolet
10517,35,36,27.0,Chevrolet
10518,36,38,52.0,Ford
10519,37,35,77.0,Chevrolet
10520,38,32,15.0,Chevrolet
10521,39,9,24.0,Chevrolet
10522,40,6,42.0,Chevrolet
10524,1,21,11.0,Toyota
10525,2,27,12.0,Ford
10526,3,19,17.0,Ford
10527,4,30,36.0,Ford
10528,5,10,4.0,Ford
10529,6,29,14.0,Ford
10530,7,39,62.0,Chevrolet
10531,8,36,32.0,Ford
10532,9,7,6.0,Ford
10533,10,8,42.0,Chevrolet
10534,11,23,38.0,Ford
10535,12,13,3.0,Chevrolet
10536,13,33,16.0,Chevrolet
10537,14,26,34.0,Ford
10538,15,11,43.0,Chevrolet
10539,16,34,15.0,Chevrolet
10540,17,25,9.0,Chevrolet
10541,18,14,20.0,Toyota
10542,19,16,21.0,Ford
10543,20,1,47.0,Chevrolet
10544,21,17,95.0,Toyota
10545,22,5,10.0,Ford
10546,23,37,51.0,Chevrolet
10547,24,2,88.0,Chevrolet
10548,25,20,77.0,Chevrolet
10549,26,3,22.0,Ford
10550,27,32,66.0,Ford
10551,28,22,8.0,Chevrolet
10552,29,31,37.0,Chevrolet
10553,30,24,13.0,Chevrolet
10554,31,40,27.0,Chevrolet
10555,32,15,19.0,Toyota
10556,33,18,1.0,Chevrolet
10557,34,28,18.0,Toyota
10558,35,6,48.0,Chevrolet
10559,36,9,2.0,Ford
10560,37,12,41.0,Ford
10561,38,38,52.0,Ford
10562,39,35,0.0,Chevrolet
10563,40,4,24.0,Chevrolet
10565,1,5,22.0,Ford
10566,2,19,21.0,Ford
10567,3,26,47.0,Chevrolet
10568,4,21,3.0,Chevrolet
10569,5,18,48.0,Chevrolet
10570,6,27,43.0,Chevrolet
10571,7,8,2.0,Ford
10572,8,3,4.0,Ford
10573,9,6,42.0,Chevrolet
10574,10,24,13.0,Chevrolet
10575,11,7,12.0,Ford
10576,12,9,14.0,Ford
10577,13,12,88.0,Chevrolet
10578,14,23,17.0,Ford
10579,15,1,18.0,Toyota
10580,16,30,32.0,Ford
10581,17,4,11.0,Toyota
10582,18,25,8.0,Chevrolet
10583,19,17,41.0,Ford
10584,20,2,19.0,Toyota
10585,21,14,10.0,Ford
10586,22,11,24.0,Chevrolet
10587,23,16,20.0,Toyota
10588,24,29,38.0,Ford
10589,25,13,1.0,Chevrolet
10590,26,10,9.0,Chevrolet
10591,27,15,6.0,Ford
10592,28,37,52.0,Ford
10593,29,33,15.0,Chevrolet
10594,30,35,96.0,Toyota
10595,31,31,53.0,Ford
10596,32,32,0.0,Chevrolet
10597,33,22,95.0,Toyota
10598,34,36,77.0,Chevrolet
10599,35,34,51.0,Chevrolet
10600,36,28,34.0,Ford
10601,37,20,37.0,Chevrolet
10602,38,38,66.0,Toyota
10604,1,3,88.0,Chevrolet
10605,2,17,18.0,Toyota
10606,3,4,1.0,Chevrolet
10607,4,13,9.0,Chevrolet
10608,5,15,2.0,Ford
10609,6,28,11.0,Toyota
10610,7,2,48.0,Chevrolet
10611,8,6,10.0,Ford
10612,9,5,4.0,Ford
10613,10,29,20.0,Toyota
10614,11,19,8.0,Chevrolet
10615,12,7,22.0,Ford
10616,13,12,21.0,Ford
10617,14,38,19.0,Toyota
10618,15,21,24.0,Chevrolet
10619,16,11,17.0,Ford
10620,17,27,6.0,Ford
10621,18,18,41.0,Ford
10622,19,16,12.0,Ford
10623,20,10,47.0,Chevrolet
10624,21,9,42.0,Chevrolet
10625,22,8,34.0,Ford
10626,23,1,14.0,Ford
10627,24,25,3.0,Chevrolet
10628,25,23,38.0,Ford
10629,26,24,13.0,Chevrolet
10630,27,14,43.0,Chevrolet
10631,28,31,96.0,Toyota
10632,29,26,32.0,Ford
10633,30,20,37.0,Chevrolet
10634,31,30,52.0,Ford
10635,32,32,15.0,Chevrolet
10636,33,34,53.0,Ford
10637,34,36,51.0,Chevrolet
10638,35,35,0.0,Chevrolet
10639,36,33,77.0,Chevrolet
10640,37,37,66.0,Toyota
10641,38,22,95.0,Toyota
10643,1,13,22.0,Ford
10644,2,2,4.0,Ford
10645,3,10,18.0,Toyota
10646,4,4,42.0,Chevrolet
10647,5,18,14.0,Ford
10648,6,7,1.0,Chevrolet
10649,7,1,9.0,Chevrolet
10650,8,6,10.0,Ford
10651,9,16,41.0,Ford
10652,10,17,24.0,Chevrolet
10653,11,14,2.0,Ford
10654,12,21,48.0,Chevrolet
10655,13,9,21.0,Ford
10656,14,8,88.0,Chevrolet
10657,15,25,13.0,Chevrolet
10658,16,22,34.0,Ford
10659,17,23,17.0,Ford
10660,18,20,37.0,Chevrolet
10661,19,27,43.0,Chevrolet
10662,20,3,11.0,Toyota
10663,21,31,96.0,Toyota
10664,22,19,47.0,Chevrolet
10665,23,24,6.0,Ford
10666,24,15,95.0,Toyota
10667,25,26,38.0,Ford
10668,26,33,52.0,Ford
10669,27,28,32.0,Ford
10670,28,11,20.0,Toyota
10671,29,37,53.0,Chevrolet
10672,30,35,77.0,Chevrolet
10673,31,32,15.0,Chevrolet
10674,32,12,19.0,Toyota
10675,33,29,8.0,Chevrolet
10676,34,34,0.0,Chevrolet
10677,35,36,51.0,Chevrolet
10678,36,30,3.0,Chevrolet
10679,37,5,12.0,Ford
10680,38,38,66.0,Toyota
10682,1,6,4.0,Ford
10683,2,2,88.0,Chevrolet
10684,3,22,1.0,Chevrolet
10685,4,11,9.0,Chevrolet
10686,5,10,11.0,Toyota
10687,6,15,19.0,Toyota
10688,7,29,8.0,Chevrolet
10689,8,20,20.0,Toyota
10690,9,34,38.0,Ford
10691,10,12,42.0,Chevrolet
10692,11,16,3.0,Chevrolet
10693,12,5,10.0,Ford
10694,13,1,2.0,Ford
10695,14,3,21.0,Ford
10696,15,21,6.0,Ford
10697,16,7,12.0,Ford
10698,17,13,14.0,Ford
10699,18,9,22.0,Ford
10700,19,33,13.0,Chevrolet
10701,20,25,37.0,Chevrolet
10702,21,17,43.0,Chevrolet
10703,22,14,41.0,Ford
10704,23,31,34.0,Ford
10705,24,28,95.0,Toyota
10706,25,37,96.0,Toyota
10707,26,4,18.0,Toyota
10708,27,35,15.0,Chevrolet
10709,28,30,27.0,Ford
10710,29,36,77.0,Chevrolet
10711,30,32,51.0,Ford
10712,31,19,32.0,Ford
10713,32,24,17.0,Ford
10714,33,38,66.0,Toyota
10715,34,40,7.0,Chevrolet
10716,35,18,24.0,Chevrolet
10717,36,27,0.0,Chevrolet
10718,37,26,53.0,Chevrolet
10719,38,8,48.0,Chevrolet
10720,39,39,78.0,Chevrolet
10721,40,23,47.0,Chevrolet
10723,1,16,11.0,Toyota
10724,2,26,18.0,Toyota
10725,3,20,4.0,Ford
10726,4,8,2.0,Ford
10727,5,13,20.0,Toyota
10728,6,3,22.0,Ford
10729,7,9,10.0,Ford
10730,8,37,48.0,Chevrolet
10731,9,7,21.0,Ford
10732,10,15,19.0,Toyota
10733,11,24,95.0,Toyota
10734,12,34,24.0,Chevrolet
10735,13,14,8.0,Chevrolet
10736,14,6,6.0,Ford
10737,15,18,1.0,Chevrolet
10738,16,21,43.0,Chevrolet
10739,17,23,34.0,Ford
10740,18,19,88.0,Chevrolet
10741,19,2,13.0,Chevrolet
10742,20,10,3.0,Chevrolet
10743,21,5,12.0,Ford
10744,22,4,14.0,Ford
10745,23,32,17.0,Ford
10746,24,31,32.0,Ford
10747,25,39,47.0,Chevrolet
10748,26,35,0.0,Chevrolet
10749,27,25,96.0,Toyota
10750,28,29,77.0,Chevrolet
10751,29,30,51.0,Ford
10752,30,11,42.0,Chevrolet
10753,31,22,41.0,Ford
10754,32,28,27.0,Ford
10755,33,33,66.0,Toyota
10756,34,36,53.0,Chevrolet
10757,35,12,38.0,Ford
10758,36,38,78.0,Chevrolet
10759,37,27,15.0,Chevrolet
10760,38,17,9.0,Chevrolet
10761,39,1,37.0,Chevrolet
10763,1,9,2.0,Ford
10764,2,3,9.0,Chevrolet
10765,3,26,12.0,Ford
10766,4,11,18.0,Toyota
10767,5,22,4.0,Ford
10768,6,8,19.0,Toyota
10769,7,1,1.0,Chevrolet
10770,8,5,8.0,Chevrolet
10771,9,15,95.0,Toyota
10772,10,19,17.0,Ford
10773,11,14,20.0,Toyota
10774,12,28,41.0,Ford
10775,13,7,22.0,Ford
10776,14,6,3.0,Chevrolet
10777,15,40,10.0,Ford
10778,16,25,38.0,Ford
10779,17,33,21.0,Ford
10780,18,27,34.0,Ford
10781,19,12,88.0,Chevrolet
10782,20,10,24.0,Chevrolet
10783,21,21,77.0,Chevrolet
10784,22,29,37.0,Chevrolet
10785,23,24,32.0,Ford
10786,24,17,47.0,Chevrolet
10787,25,16,13.0,Chevrolet
10788,26,4,42.0,Chevrolet
10789,27,18,6.0,Ford
10790,28,37,96.0,Toyota
10791,29,13,11.0,Toyota
10792,30,35,15.0,Chevrolet
10793,31,31,27.0,Ford
10794,32,36,78.0,Ford
10795,33,38,53.0,Chevrolet
10796,34,32,66.0,Toyota
10797,35,30,0.0,Chevrolet
10798,36,39,51.0,Ford
10799,37,34,7.0,Chevrolet
10800,38,23,43.0,Chevrolet
10801,39,20,14.0,Ford
10802,40,2,48.0,Chevrolet
10804,1,19,9.0,Chevrolet
10805,2,29,11.0,Toyota
10806,3,18,12.0,Ford
10807,4,24,47.0,Chevrolet
10808,5,14,1.0,Chevrolet
10809,6,8,22.0,Ford
10810,7,20,2.0,Ford
10811,8,7,3.0,Chevrolet
10812,9,15,19.0,Toyota
10813,10,16,4.0,Ford
10814,11,40,48.0,Chevrolet
10815,12,1,24.0,Chevrolet
10816,13,5,38.0,Ford
10817,14,13,8.0,Chevrolet
10818,15,4,21.0,Ford
10819,16,39,14.0,Ford
10820,17,27,6.0,Ford
10821,18,9,41.0,Ford
10822,19,23,32.0,Ford
10823,20,6,10.0,Ford
10824,21,12,95.0,Toyota
10825,22,11,17.0,Ford
10826,23,26,42.0,Chevrolet
10827,24,22,37.0,Chevrolet
10828,25,3,34.0,Ford
10829,26,10,20.0,Toyota
10830,27,25,13.0,Chevrolet
10831,28,28,96.0,Toyota
10832,29,17,18.0,Toyota
10833,30,31,27.0,Ford
10834,31,2,88.0,Chevrolet
10835,32,35,0.0,Chevrolet
10836,33,34,66.0,Toyota
10837,34,21,77.0,Chevrolet
10838,35,32,78.0,Ford
10839,36,37,7.0,Chevrolet
10840,37,38,43.0,Chevrolet
10841,38,30,15.0,Chevrolet
10842,39,36,51.0,Ford
10843,40,33,53.0,Chevrolet
10845,1,1,2.0,Ford
10846,2,23,14.0,Ford
10847,3,24,48.0,Chevrolet
10848,4,7,18.0,Toyota
10849,5,15,20.0,Toyota
10850,6,20,3.0,Chevrolet
10851,7,12,1.0,Chevrolet
10852,8,13,24.0,Chevrolet
10853,9,35,95.0,Toyota
10854,10,36,43.0,Chevrolet
10855,11,8,4.0,Ford
10856,12,33,37.0,Chevrolet
10857,13,18,38.0,Ford
10858,14,25,34.0,Ford
10859,15,17,6.0,Ford
10860,16,14,42.0,Chevrolet
10861,17,10,11.0,Toyota
10862,18,37,96.0,Toyota
10863,19,38,66.0,Toyota
10864,20,5,19.0,Toyota
10865,21,3,22.0,Ford
10866,22,6,9.0,Chevrolet
10867,23,19,17.0,Ford
10868,24,34,15.0,Chevrolet
10869,25,40,7.0,Chevrolet
10870,26,31,77.0,Chevrolet
10871,27,28,0.0,Chevrolet
10872,28,39,78.0,Ford
10873,29,2,10.0,Ford
10874,30,30,27.0,Ford
10875,31,9,21.0,Ford
10876,32,32,32.0,Ford
10877,33,27,51.0,Chevrolet
10878,34,16,47.0,Chevrolet
10879,35,22,41.0,Ford
10880,36,21,8.0,Chevrolet
10881,37,11,88.0,Chevrolet
10882,38,26,53.0,Chevrolet
10883,39,29,13.0,Chevrolet
10884,40,4,12.0,Ford
10886,1,9,4.0,Ford
10887,2,4,18.0,Toyota
10888,3,11,19.0,Toyota
10889,4,7,12.0,Ford
10890,5,10,11.0,Toyota
10891,6,12,1.0,Chevrolet
10892,7,15,48.0,Chevrolet
10893,8,1,9.0,Chevrolet
10894,9,6,2.0,Ford
10895,10,3,22.0,Ford
10896,11,16,3.0,Chevrolet
10897,12,8,88.0,Chevrolet
10898,13,22,47.0,Chevrolet
10899,14,17,6.0,Ford
10900,15,19,42.0,Chevrolet
10901,16,24,8.0,Chevrolet
10902,17,2,10.0,Ford
10903,18,27,95.0,Toyota
10904,19,31,41.0,Ford
10905,20,5,14.0,Ford
10906,21,23,43.0,Chevrolet
10907,22,13,17.0,Ford
10908,23,18,38.0,Ford
10909,24,36,34.0,Ford
10910,25,21,21.0,Ford
10911,26,29,37.0,Chevrolet
10912,27,25,32.0,Ford
10913,28,14,20.0,Toyota
10914,29,28,13.0,Chevrolet
10915,30,33,15.0,Chevrolet
10916,31,37,96.0,Toyota
10917,32,35,0.0,Chevrolet
10918,33,20,24.0,Chevrolet
10919,34,32,27.0,Ford
10920,35,34,53.0,Chevrolet
10921,36,30,77.0,Chevrolet
10922,37,40,7.0,Chevrolet
10923,38,26,51.0,Ford
10924,39,38,66.0,Toyota
10925,40,39,78.0,Chevrolet
10927,1,5,19.0,Toyota
10928,2,1,12.0,Ford
10929,3,6,2.0,Ford
10930,4,3,22.0,Ford
10931,5,11,9.0,Chevrolet
10932,6,8,88.0,Chevrolet
10933,7,19,21.0,Ford
10934,8,15,24.0,Chevrolet
10935,9,9,1.0,Chevrolet
10936,10,21,48.0,Chevrolet
10937,11,23,43.0,Chevrolet
10938,12,16,6.0,Ford
10939,13,24,17.0,Ford
10940,14,29,34.0,Ford
10941,15,10,4.0,Ford
10942,16,14,8.0,Chevrolet
10943,17,4,14.0,Ford
10944,18,25,32.0,Ford
10945,19,7,18.0,Toyota
10946,20,13,20.0,Toyota
10947,21,17,47.0,Chevrolet
10948,22,30,13.0,Chevrolet
10949,23,20,42.0,Chevrolet
10950,24,12,11.0,Toyota
10951,25,18,38.0,Ford
10952,26,28,37.0,Chevrolet
10953,27,37,96.0,Toyota
10954,28,32,95.0,Toyota
10955,29,27,41.0,Ford
10956,30,31,15.0,Chevrolet
10957,31,26,27.0,Ford
10958,32,33,53.0,Chevrolet
10959,33,2,10.0,Ford
10960,34,34,0.0,Chevrolet
10961,35,36,51.0,Chevrolet
10962,36,35,77.0,Chevrolet
10963,37,22,3.0,Chevrolet
10964,38,39,7.0,Chevrolet
10965,39,38,66.0,Toyota
10967,1,1,11.0,Toyota
10968,2,5,9.0,Chevrolet
