,Finish,Start,Car #,Make
919,40,27,98.0,Ford
920,41,40,35.0,Ford
921,42,42,19.0,Toyota
922,43,9,11.0,Toyota
924,1,5,18.0,Toyota
925,2,8,2.0,Ford
926,3,3,56.0,Toyota
927,4,16,99.0,Ford
928,5,11,42.0,Chevrolet
929,6,2,15.0,Toyota
930,7,9,22.0,Ford
931,8,18,48.0,Chevrolet
932,9,13,78.0,Chevrolet
933,10,4,47.0,Toyota
934,11,6,1.0,Chevrolet
935,12,30,13.0,Ford
936,13,26,29.0,Chevrolet
937,14,14,39.0,Chevrolet
938,15,29,14.0,Chevrolet
939,16,17,16.0,Ford
940,17,7,27.0,Chevrolet
941,18,33,17.0,Ford
942,19,20,11.0,Toyota
943,20,35,10.0,Chevrolet
944,21,31,34.0,Ford
945,22,27,32.0,Ford
946,23,10,20.0,Toyota
947,24,23,51.0,Chevrolet
948,25,21,38.0,Ford
949,26,22,31.0,Chevrolet
950,27,40,7.0,Chevrolet
951,28,41,40.0,Chevrolet
952,29,37,19.0,Toyota
953,30,25,88.0,Chevrolet
954,31,1,9.0,Ford
955,32,15,55.0,Toyota
956,33,39,30.0,Toyota
957,34,19,5.0,Chevrolet
958,35,24,33.0,Chevrolet
959,36,28,24.0,Chevrolet
960,37,32,43.0,Ford
961,38,12,35.0,Ford
962,39,43,52.0,Toyota
963,40,38,93.0,Toyota
964,41,34,36.0,Chevrolet
965,42,42,87.0,Toyota
966,43,36,83.0,Toyota
968,1,1,22.0,Ford
969,2,15,29.0,Chevrolet
970,3,2,78.0,Chevrolet
971,4,20,27.0,Chevrolet
972,5,11,15.0,Toyota
973,6,26,9.0,Ford
974,7,31,5.0,Chevrolet
975,8,5,31.0,Chevrolet
976,9,16,16.0,Ford
977,10,19,99.0,Ford
978,11,6,42.0,Chevrolet
979,12,9,2.0,Ford
980,13,21,39.0,Chevrolet
981,14,27,14.0,Chevrolet
982,15,12,20.0,Toyota
983,16,17,56.0,Toyota
984,17,13,24.0,Chevrolet
985,18,14,43.0,Ford
986,19,22,17.0,Ford
987,20,8,11.0,Toyota
988,21,18,21.0,Ford
989,22,29,1.0,Chevrolet
990,23,28,10.0,Chevrolet
991,24,24,34.0,Ford
992,25,33,13.0,Ford
993,26,36,30.0,Toyota
994,27,4,55.0,Toyota
995,28,38,93.0,Toyota
996,29,34,32.0,Ford
997,30,42,7.0,Chevrolet
998,31,10,18.0,Toyota
999,32,43,33.0,Chevrolet
1000,33,39,51.0,Chevrolet
1001,34,37,87.0,Toyota
1002,35,30,47.0,Toyota
1003,36,7,88.0,Chevrolet
1004,37,23,38.0,Ford
1005,38,25,83.0,Toyota
1006,39,40,35.0,Ford
1007,40,3,48.0,Chevrolet
1008,41,32,95.0,Ford
1009,42,41,98.0,Ford
1010,43,35,36.0,Chevrolet
1012,1,5,20.0,Toyota
1013,2,7,5.0,Chevrolet
1014,3,16,42.0,Chevrolet
1015,4,4,55.0,Toyota
1016,5,6,22.0,Ford
1017,6,21,27.0,Chevrolet
1018,7,32,24.0,Chevrolet
1019,8,14,9.0,Ford
1020,9,29,16.0,Ford
1021,10,19,88.0,Chevrolet
1022,11,43,18.0,Toyota
1023,12,17,34.0,Ford
1024,13,41,31.0,Chevrolet
1025,14,24,15.0,Toyota
1026,15,10,43.0,Ford
1027,16,39,93.0,Toyota
1028,17,38,30.0,Toyota
1029,18,27,17.0,Ford
1030,19,20,1.0,Chevrolet
1031,20,11,14.0,Chevrolet
1032,21,8,39.0,Chevrolet
1033,22,36,7.0,Chevrolet
1034,23,33,40.0,Chevrolet
1035,24,34,36.0,Chevrolet
1036,25,25,38.0,Ford
1037,26,22,10.0,Chevrolet
1038,27,35,32.0,Ford
1039,28,1,11.0,Toyota
1040,29,31,83.0,Toyota
1041,30,12,2.0,Ford
1042,31,2,78.0,Chevrolet
1043,32,40,33.0,Chevrolet
1044,33,30,13.0,Ford
1045,34,15,29.0,Chevrolet
1046,35,9,56.0,Toyota
1047,36,13,48.0,Chevrolet
1048,37,28,35.0,Ford
1049,38,23,47.0,Toyota
1050,39,3,99.0,Ford
1051,40,42,95.0,Ford
1052,41,26,98.0,Ford
1053,42,18,51.0,Chevrolet
1054,43,37,87.0,Toyota
1056,1,9,18.0,Toyota
1057,2,11,22.0,Ford
1058,3,7,56.0,Toyota
1059,4,32,78.0,Chevrolet
1060,5,17,39.0,Chevrolet
1061,6,5,24.0,Chevrolet
1062,7,3,42.0,Chevrolet
1063,8,8,88.0,Chevrolet
1064,9,30,29.0,Chevrolet
1065,10,22,55.0,Toyota
1066,11,15,1.0,Chevrolet
1067,12,6,20.0,Toyota
1068,13,20,9.0,Ford
1069,14,13,47.0,Toyota
1070,15,24,16.0,Ford
1071,16,1,17.0,Ford
1072,17,31,38.0,Ford
1073,18,2,99.0,Ford
1074,19,26,33.0,Chevrolet
1075,20,29,43.0,Ford
1076,21,21,10.0,Chevrolet
1077,22,19,13.0,Ford
1078,23,14,34.0,Ford
1079,24,16,27.0,Chevrolet
1080,25,27,14.0,Chevrolet
1081,26,36,7.0,Chevrolet
1082,27,37,93.0,Toyota
1083,28,10,48.0,Chevrolet
1084,29,25,30.0,Toyota
1085,30,42,36.0,Chevrolet
1086,31,41,32.0,Ford
1087,32,34,83.0,Toyota
1088,33,38,51.0,Chevrolet
1089,34,28,31.0,Chevrolet
1090,35,23,2.0,Ford
1091,36,18,5.0,Chevrolet
1092,37,39,40.0,Chevrolet
1093,38,4,11.0,Toyota
1094,39,12,15.0,Toyota
1095,40,40,87.0,Toyota
1096,41,33,35.0,Ford
1097,42,43,98.0,Ford
1098,43,35,95.0,Ford
1100,1,26,99.0,Ford
1101,2,2,78.0,Chevrolet
1102,3,24,39.0,Chevrolet
1103,4,7,1.0,Chevrolet
1104,5,22,27.0,Chevrolet
1105,6,5,20.0,Toyota
1106,7,11,56.0,Toyota
1107,8,1,24.0,Chevrolet
1108,9,16,14.0,Chevrolet
1109,10,21,17.0,Ford
1110,11,17,29.0,Chevrolet
1111,12,9,16.0,Ford
1112,13,14,88.0,Chevrolet
1113,14,18,5.0,Chevrolet
1114,15,34,47.0,Toyota
1115,16,12,42.0,Chevrolet
1116,17,3,2.0,Ford
1117,18,19,31.0,Chevrolet
1118,19,13,18.0,Toyota
1119,20,15,43.0,Ford
1120,21,6,11.0,Toyota
1121,22,8,22.0,Ford
1122,23,37,38.0,Ford
1123,24,20,55.0,Toyota
1124,25,4,15.0,Toyota
1125,26,25,13.0,Ford
1126,27,32,9.0,Ford
1127,28,33,93.0,Toyota
1128,29,23,34.0,Ford
1129,30,36,10.0,Chevrolet
1130,31,40,7.0,Chevrolet
1131,32,35,83.0,Toyota
1132,33,41,33.0,Chevrolet
1133,34,28,40.0,Chevrolet
1134,35,38,51.0,Chevrolet
1135,36,43,36.0,Chevrolet
1136,37,42,32.0,Ford
1137,38,29,30.0,Toyota
1138,39,31,87.0,Toyota
1139,40,10,48.0,Chevrolet
1140,41,27,35.0,Ford
1141,42,39,95.0,Ford
1142,43,30,98.0,Ford
1144,1,10,20.0,Toyota
1145,2,12,18.0,Toyota
1146,3,17,29.0,Chevrolet
1147,4,16,78.0,Chevrolet
1148,5,9,48.0,Chevrolet
1149,6,6,24.0,Chevrolet
1150,7,2,2.0,Ford
1151,8,5,17.0,Ford
1152,9,24,15.0,Toyota
1153,10,20,39.0,Chevrolet
1154,11,8,99.0,Ford
1155,12,4,5.0,Chevrolet
1156,13,15,43.0,Ford
1157,14,21,31.0,Chevrolet
1158,15,26,9.0,Ford
1159,16,7,16.0,Ford
1160,17,29,14.0,Chevrolet
1161,18,14,56.0,Toyota
1162,19,27,1.0,Chevrolet
1163,20,23,10.0,Chevrolet
1164,21,13,47.0,Toyota
1165,22,11,27.0,Chevrolet
1166,23,41,7.0,Chevrolet
1167,24,37,93.0,Toyota
1168,25,30,36.0,Chevrolet
1169,26,19,34.0,Ford
1170,27,36,51.0,Chevrolet
1171,28,35,38.0,Ford
1172,29,32,40.0,Chevrolet
1173,30,31,13.0,Ford
1174,31,42,87.0,Toyota
1175,32,3,42.0,Chevrolet
1176,33,22,11.0,Toyota
1177,34,39,32.0,Ford
1178,35,18,88.0,Chevrolet
1179,36,33,83.0,Toyota
1180,37,1,22.0,Ford
1181,38,25,55.0,Toyota
1182,39,28,30.0,Toyota
1183,40,43,33.0,Chevrolet
1184,41,34,35.0,Ford
1185,42,40,95.0,Ford
1186,43,38,98.0,Ford
1188,1,9,20.0,Toyota
1189,2,12,18.0,Toyota
1190,3,10,16.0,Ford
1191,4,11,48.0,Chevrolet
1192,5,23,1.0,Chevrolet
1193,6,17,88.0,Chevrolet
1194,7,29,55.0,Toyota
1195,8,25,31.0,Chevrolet
1196,9,26,99.0,Ford
1197,10,5,56.0,Toyota
1198,11,20,2.0,Ford
1199,12,14,11.0,Toyota
1200,13,4,78.0,Chevrolet
1201,14,6,22.0,Ford
1202,15,3,24.0,Chevrolet
1203,16,1,39.0,Chevrolet
1204,17,16,15.0,Toyota
1205,18,22,9.0,Ford
1206,19,15,42.0,Chevrolet
1207,20,8,29.0,Chevrolet
1208,21,13,43.0,Ford
1209,22,7,27.0,Chevrolet
1210,23,18,14.0,Chevrolet
1211,24,31,17.0,Ford
1212,25,34,13.0,Ford
1213,26,35,83.0,Toyota
1214,27,21,10.0,Chevrolet
1215,28,30,93.0,Toyota
1216,29,19,34.0,Ford
1217,30,27,51.0,Chevrolet
1218,31,38,7.0,Chevrolet
1219,32,43,35.0,Ford
1220,33,37,36.0,Chevrolet
1221,34,32,40.0,Chevrolet
1222,35,36,87.0,Toyota
1223,36,42,32.0,Ford
1224,37,2,5.0,Chevrolet
1225,38,33,30.0,Toyota
1226,39,24,38.0,Ford
1227,40,28,47.0,Toyota
1228,41,39,33.0,Chevrolet
1229,42,41,98.0,Ford
1230,43,40,95.0,Ford
1232,1,8,48.0,Chevrolet
1233,2,1,88.0,Chevrolet
1234,3,11,22.0,Ford
1235,4,16,24.0,Chevrolet
1236,5,14,18.0,Toyota
1237,6,12,29.0,Chevrolet
1238,7,2,20.0,Toyota
1239,8,3,39.0,Chevrolet
1240,9,19,16.0,Ford
1241,10,23,15.0,Toyota
1242,11,7,1.0,Chevrolet
1243,12,22,55.0,Toyota
1244,13,20,5.0,Chevrolet
1245,14,25,31.0,Chevrolet
1246,15,10,56.0,Toyota
1247,16,24,9.0,Ford
1248,17,15,17.0,Ford
1249,18,21,27.0,Chevrolet
1250,19,29,14.0,Chevrolet
1251,20,18,11.0,Toyota
1252,21,9,78.0,Chevrolet
1253,22,5,43.0,Ford
1254,23,13,42.0,Chevrolet
1255,24,26,13.0,Ford
1256,25,27,34.0,Ford
1257,26,17,47.0,Toyota
1258,27,33,30.0,Toyota
1259,28,39,83.0,Toyota
1260,29,31,10.0,Chevrolet
1261,30,28,38.0,Ford
1262,31,30,93.0,Toyota
1263,32,36,51.0,Chevrolet
1264,33,40,7.0,Chevrolet
1265,34,32,36.0,Chevrolet
1266,35,4,99.0,Ford
1267,36,42,32.0,Ford
1268,37,6,2.0,Ford
1269,38,37,33.0,Chevrolet
1270,39,41,87.0,Toyota
1271,40,43,40.0,Chevrolet
1272,41,35,95.0,Ford
1273,42,38,35.0,Ford
1274,43,34,98.0,Ford
1276,1,1,29.0,Chevrolet
1277,2,19,78.0,Chevrolet
1278,3,14,24.0,Chevrolet
1279,4,5,22.0,Ford
1280,5,9,99.0,Ford
1281,6,3,48.0,Chevrolet
1282,7,8,27.0,Chevrolet
1283,8,6,88.0,Chevrolet
1284,9,25,9.0,Ford
1285,10,20,43.0,Ford
1286,11,7,20.0,Toyota
1287,12,16,31.0,Chevrolet
1288,13,26,16.0,Ford
1289,14,22,15.0,Toyota
1290,15,15,5.0,Chevrolet
1291,16,24,1.0,Chevrolet
1292,17,4,2.0,Ford
1293,18,12,42.0,Chevrolet
1294,19,13,56.0,Toyota
1295,20,28,47.0,Toyota
1296,21,37,13.0,Ford
1297,22,23,14.0,Chevrolet
1298,23,10,11.0,Toyota
1299,24,34,38.0,Ford
1300,25,41,7.0,Chevrolet
1301,26,36,93.0,Toyota
1302,27,33,36.0,Chevrolet
1303,28,35,32.0,Ford
1304,29,42,40.0,Chevrolet
1305,30,2,17.0,Ford
1306,31,30,30.0,Toyota
1307,32,11,55.0,Toyota
1308,33,43,33.0,Chevrolet
1309,34,18,18.0,Toyota
1310,35,17,39.0,Chevrolet
1311,36,32,34.0,Ford
1312,37,27,83.0,Toyota
1313,38,31,98.0,Ford
1314,39,21,51.0,Chevrolet
1315,40,38,35.0,Ford
1316,41,39,87.0,Toyota
1317,42,40,95.0,Ford
1318,43,29,10.0,Chevrolet
1320,1,23,2.0,Ford
1321,2,5,5.0,Chevrolet
1322,3,20,20.0,Toyota
1323,4,4,48.0,Chevrolet
1324,5,9,18.0,Toyota
1325,6,2,29.0,Chevrolet
1326,7,1,24.0,Chevrolet
1327,8,7,39.0,Chevrolet
1328,9,18,11.0,Toyota
1329,10,15,99.0,Ford
1330,11,14,15.0,Toyota
1331,12,8,42.0,Chevrolet
1332,13,16,17.0,Ford
1333,14,10,78.0,Chevrolet
1334,15,6,88.0,Chevrolet
1335,16,3,16.0,Ford
1336,17,29,9.0,Ford
1337,18,12,22.0,Ford
1338,19,25,1.0,Chevrolet
1339,20,35,10.0,Chevrolet
1340,21,26,31.0,Chevrolet
1341,22,17,56.0,Toyota
1342,23,11,43.0,Ford
1343,24,13,27.0,Chevrolet
1344,25,27,55.0,Toyota
1345,26,36,83.0,Toyota
1346,27,19,33.0,Chevrolet
1347,28,24,47.0,Toyota
1348,29,34,38.0,Ford
1349,30,30,34.0,Ford
1350,31,28,13.0,Ford
1351,32,39,7.0,Chevrolet
1352,33,32,40.0,Chevrolet
1353,34,31,30.0,Toyota
1354,35,41,93.0,Toyota
1355,36,40,32.0,Ford
1356,37,21,51.0,Chevrolet
1357,38,43,95.0,Ford
1358,39,38,87.0,Toyota
1359,40,37,98.0,Ford
1360,41,33,35.0,Ford
1361,42,22,14.0,Chevrolet
1362,43,42,36.0,Chevrolet
1364,1,9,1.0,Chevrolet
1365,2,8,88.0,Chevrolet
1366,3,21,17.0,Ford
1367,4,34,27.0,Chevrolet
1368,5,27,18.0,Toyota
1369,6,7,34.0,Ford
1370,7,24,38.0,Ford
1371,8,4,56.0,Toyota
1372,9,17,39.0,Chevrolet
1373,10,20,15.0,Toyota
1374,11,6,16.0,Ford
1375,12,33,29.0,Chevrolet
1376,13,11,48.0,Chevrolet
1377,14,19,24.0,Chevrolet
1378,15,36,98.0,Ford
1379,16,18,22.0,Ford
1380,17,5,99.0,Ford
1381,18,30,78.0,Chevrolet
1382,19,38,93.0,Toyota
1383,20,12,20.0,Toyota
1384,21,2,31.0,Chevrolet
1385,22,1,43.0,Ford
1386,23,26,21.0,Ford
1387,24,35,51.0,Chevrolet
1388,25,39,7.0,Chevrolet
1389,26,16,14.0,Chevrolet
1390,27,10,13.0,Ford
1391,28,37,36.0,Chevrolet
1392,29,13,2.0,Ford
1393,30,14,35.0,Ford
1394,31,31,30.0,Toyota
1395,32,22,55.0,Toyota
1396,33,23,10.0,Chevrolet
1397,34,29,47.0,Toyota
1398,35,40,32.0,Ford
1399,36,28,5.0,Chevrolet
1400,37,43,33.0,Chevrolet
1401,38,15,11.0,Toyota
1402,39,3,9.0,Ford
1403,40,25,83.0,Toyota
1404,41,32,42.0,Chevrolet
1405,42,42,87.0,Toyota
1406,43,41,40.0,Chevrolet
1408,1,9,24.0,Chevrolet
1409,2,4,20.0,Toyota
1410,3,5,15.0,Toyota
1411,4,11,2.0,Ford
1412,5,2,48.0,Chevrolet
1413,6,10,29.0,Chevrolet
1414,7,1,11.0,Toyota
1415,8,12,88.0,Chevrolet
1416,9,33,16.0,Ford
1417,10,7,1.0,Chevrolet
1418,11,22,31.0,Chevrolet
1419,12,14,99.0,Ford
1420,13,13,42.0,Chevrolet
1421,14,6,22.0,Ford
1422,15,3,18.0,Toyota
1423,16,15,56.0,Toyota
1424,17,41,10.0,Chevrolet
1425,18,19,78.0,Chevrolet
1426,19,16,9.0,Ford
1427,20,18,41.0,Ford
1428,21,28,13.0,Ford
1429,22,23,27.0,Chevrolet
1430,23,27,38.0,Ford
1431,24,32,93.0,Toyota
1432,25,35,55.0,Toyota
1433,26,36,98.0,Ford
1434,27,25,5.0,Chevrolet
1435,28,38,32.0,Ford
1436,29,24,40.0,Chevrolet
1437,30,37,36.0,Chevrolet
1438,31,20,17.0,Ford
1439,32,34,47.0,Toyota
1440,33,40,87.0,Toyota
1441,34,31,35.0,Ford
1442,35,30,30.0,Toyota
1443,36,21,14.0,Chevrolet
1444,37,43,83.0,Toyota
1445,38,17,39.0,Chevrolet
1446,39,29,7.0,Chevrolet
1447,40,42,95.0,Ford
1448,41,39,33.0,Chevrolet
1449,42,26,51.0,Chevrolet
1450,43,8,34.0,Ford
1452,1,3,48.0,Chevrolet
1453,2,7,88.0,Chevrolet
1454,3,12,22.0,Ford
1455,4,6,20.0,Toyota
1456,5,11,5.0,Chevrolet
1457,6,2,2.0,Ford
1458,7,14,11.0,Toyota
1459,8,19,29.0,Chevrolet
1460,9,13,39.0,Chevrolet
1461,10,26,15.0,Toyota
1462,11,33,14.0,Chevrolet
1463,12,18,16.0,Ford
1464,13,5,18.0,Toyota
1465,14,15,56.0,Toyota
1466,15,4,27.0,Chevrolet
1467,16,9,17.0,Ford
1468,17,31,78.0,Chevrolet
1469,18,23,30.0,Toyota
1470,19,25,55.0,Toyota
1471,20,16,42.0,Chevrolet
1472,21,10,9.0,Ford
1473,22,21,33.0,Chevrolet
1474,23,36,51.0,Chevrolet
1475,24,20,31.0,Chevrolet
1476,25,30,10.0,Chevrolet
1477,26,28,38.0,Ford
1478,27,17,43.0,Ford
1479,28,39,83.0,Toyota
1480,29,32,21.0,Ford
1481,30,43,36.0,Chevrolet
1482,31,24,1.0,Chevrolet
1483,32,38,93.0,Toyota
1484,33,27,13.0,Ford
1485,34,37,40.0,Chevrolet
1486,35,42,7.0,Chevrolet
1487,36,41,87.0,Toyota
1488,37,1,99.0,Ford
1489,38,8,24.0,Chevrolet
1490,39,34,35.0,Ford
1491,40,22,47.0,Toyota
1492,41,40,32.0,Ford
1493,42,29,34.0,Ford
1494,43,35,98.0,Ford
1496,1,9,29.0,Chevrolet
1497,2,7,5.0,Chevrolet
1498,3,1,48.0,Chevrolet
1499,4,11,88.0,Chevrolet
1500,5,8,78.0,Chevrolet
1501,6,19,42.0,Chevrolet
1502,7,4,18.0,Toyota
1503,8,10,56.0,Toyota
1504,9,3,22.0,Ford
1505,10,17,39.0,Chevrolet
1506,11,12,2.0,Ford
1507,12,27,17.0,Ford
1508,13,18,16.0,Ford
1509,14,5,24.0,Chevrolet
1510,15,16,14.0,Chevrolet
1511,16,13,27.0,Chevrolet
1512,17,15,31.0,Chevrolet
1513,18,36,1.0,Chevrolet
1514,19,21,43.0,Ford
1515,20,6,15.0,Toyota
1516,21,23,99.0,Ford
1517,22,26,47.0,Toyota
1518,23,14,20.0,Toyota
1519,24,33,38.0,Ford
1520,25,22,55.0,Toyota
1521,26,20,9.0,Ford
1522,27,30,13.0,Ford
1523,28,2,11.0,Toyota
1524,29,35,36.0,Chevrolet
1525,30,42,7.0,Chevrolet
1526,31,25,51.0,Chevrolet
1527,32,39,98.0,Ford
1528,33,32,10.0,Chevrolet
1529,34,38,32.0,Ford
1530,35,34,34.0,Ford
1531,36,28,35.0,Ford
1532,37,24,95.0,Ford
1533,38,43,87.0,Toyota
1534,39,37,83.0,Toyota
1535,40,29,30.0,Toyota
1536,41,31,93.0,Toyota
1537,42,40,40.0,Chevrolet
1538,43,41,33.0,Chevrolet
1540,1,5,11.0,Toyota
1541,2,1,20.0,Toyota
1542,3,21,88.0,Chevrolet
1543,4,8,56.0,Toyota
1544,5,25,15.0,Toyota
1545,6,4,2.0,Ford
1546,7,11,18.0,Toyota
1547,8,3,22.0,Ford
1548,9,7,48.0,Chevrolet
1549,10,6,29.0,Chevrolet
1550,11,26,24.0,Chevrolet
1551,12,18,99.0,Ford
1552,13,13,5.0,Chevrolet
1553,14,10,55.0,Toyota
1554,15,20,51.0,Chevrolet
1555,16,19,43.0,Ford
1556,17,15,39.0,Chevrolet
1557,18,27,42.0,Chevrolet
1558,19,22,14.0,Chevrolet
1559,20,24,10.0,Chevrolet
1560,21,2,78.0,Chevrolet
1561,22,9,17.0,Ford
1562,23,14,31.0,Chevrolet
1563,24,16,16.0,Ford
1564,25,30,30.0,Toyota
1565,26,23,9.0,Ford
1566,27,31,38.0,Ford
1567,28,40,13.0,Ford
1568,29,29,34.0,Ford
1569,30,28,1.0,Chevrolet
1570,31,32,83.0,Toyota
1571,32,37,36.0,Chevrolet
1572,33,39,33.0,Chevrolet
1573,34,41,32.0,Ford
1574,35,42,87.0,Toyota
1575,36,36,47.0,Toyota
1576,37,33,93.0,Toyota
1577,38,38,7.0,Chevrolet
1578,39,12,27.0,Chevrolet
1579,40,17,21.0,Ford
1580,41,35,35.0,Ford
1581,42,43,40.0,Chevrolet
1582,43,34,98.0,Ford
1584,1,9,88.0,Chevrolet
1585,2,4,11.0,Toyota
1586,3,33,2.0,Ford
1587,4,6,24.0,Chevrolet
1588,5,32,48.0,Chevrolet
1589,6,3,20.0,Toyota
1590,7,34,17.0,Ford
1591,8,25,16.0,Ford
1592,9,1,3.0,Chevrolet
1593,10,28,13.0,Chevrolet
1594,11,35,22.0,Ford
1595,12,18,40.0,Chevrolet
1596,13,38,4.0,Chevrolet
1597,14,22,1.0,Chevrolet
1598,15,26,52.0,Chevrolet
1599,16,39,36.0,Chevrolet
1600,17,30,99.0,Ford
1601,18,7,9.0,Ford
1602,19,37,18.0,Toyota
1603,20,24,32.0,Ford
1604,21,8,41.0,Chevrolet
1605,22,19,31.0,Chevrolet
1606,23,29,23.0,Toyota
1607,24,11,98.0,Ford
1608,25,12,33.0,Chevrolet
1609,26,15,47.0,Chevrolet
1610,27,40,51.0,Chevrolet
1611,28,23,26.0,Toyota
1612,29,41,30.0,Toyota
1613,30,31,55.0,Toyota
1614,31,5,5.0,Chevrolet
1615,32,10,27.0,Chevrolet
1616,33,14,21.0,Ford
1617,34,43,34.0,Ford
1618,35,21,14.0,Chevrolet
1619,36,17,38.0,Ford
1620,37,36,7.0,Chevrolet
1621,38,16,42.0,Chevrolet
1622,39,13,43.0,Ford
1623,40,27,10.0,Chevrolet
1624,41,42,66.0,Toyota
1625,42,20,15.0,Toyota
1626,43,2,78.0,Chevrolet
1628,1,13,4.0,Chevrolet
1629,2,5,88.0,Chevrolet
1630,3,1,2.0,Ford
1631,4,2,22.0,Ford
1632,5,17,24.0,Chevrolet
1633,6,4,48.0,Chevrolet
1634,7,15,31.0,Chevrolet
1635,8,23,99.0,Ford
1636,9,7,18.0,Toyota
1637,10,3,1.0,Chevrolet
1638,11,11,5.0,Chevrolet
1639,12,19,20.0,Toyota
1640,13,14,15.0,Toyota
1641,14,18,13.0,Chevrolet
1642,15,9,43.0,Ford
1643,16,20,14.0,Chevrolet
1644,17,6,16.0,Ford
1645,18,21,17.0,Ford
1646,19,12,11.0,Toyota
1647,20,8,42.0,Chevrolet
1648,21,29,9.0,Ford
1649,22,27,78.0,Chevrolet
1650,23,22,27.0,Chevrolet
1651,24,24,3.0,Chevrolet
1652,25,16,55.0,Toyota
1653,26,25,47.0,Chevrolet
1654,27,31,26.0,Toyota
1655,28,30,34.0,Ford
1656,29,28,38.0,Ford
1657,30,43,51.0,Chevrolet
1658,31,39,36.0,Chevrolet
1659,32,32,33.0,Chevrolet
1660,33,26,95.0,Ford
1661,34,41,7.0,Chevrolet
1662,35,34,83.0,Toyota
1663,36,33,10.0,Chevrolet
1664,37,37,35.0,Ford
1665,38,40,32.0,Ford
1666,39,10,41.0,Chevrolet
1667,40,38,66.0,Toyota
1668,41,35,23.0,Toyota
1669,42,36,30.0,Toyota
1670,43,42,87.0,Toyota
1672,1,2,2.0,Ford
1673,2,14,88.0,Chevrolet
1674,3,21,27.0,Chevrolet
1675,4,1,22.0,Ford
1676,5,11,99.0,Ford
1677,6,5,48.0,Chevrolet
1678,7,10,31.0,Chevrolet
1679,8,13,5.0,Chevrolet
1680,9,15,24.0,Chevrolet
1681,10,29,20.0,Toyota
1682,11,20,18.0,Toyota
1683,12,27,11.0,Toyota
1684,13,9,55.0,Toyota
1685,14,12,78.0,Chevrolet
1686,15,7,1.0,Chevrolet
1687,16,4,3.0,Chevrolet
1688,17,19,66.0,Toyota
1689,18,18,47.0,Chevrolet
1690,19,17,42.0,Chevrolet
1691,20,34,21.0,Ford
1692,21,22,10.0,Chevrolet
1693,22,25,16.0,Ford
1694,23,3,15.0,Toyota
1695,24,43,9.0,Ford
1696,25,8,43.0,Ford
1697,26,23,41.0,Chevrolet
1698,27,6,17.0,Ford
1699,28,30,13.0,Chevrolet
1700,29,38,7.0,Chevrolet
1701,30,33,38.0,Ford
1702,31,37,51.0,Chevrolet
1703,32,26,34.0,Ford
1704,33,24,14.0,Chevrolet
1705,34,40,36.0,Chevrolet
1706,35,39,83.0,Toyota
1707,36,28,26.0,Toyota
1708,37,36,23.0,Toyota
1709,38,41,33.0,Chevrolet
1710,39,42,32.0,Ford
1711,40,32,30.0,Toyota
1712,41,16,4.0,Chevrolet
1713,42,31,98.0,Chevrolet
1714,43,35,95.0,Ford
1716,1,12,99.0,Ford
1717,2,21,17.0,Ford
1718,3,23,43.0,Ford
1719,4,37,14.0,Chevrolet
1720,5,5,9.0,Ford
1721,6,1,11.0,Toyota
1722,7,6,24.0,Chevrolet
1723,8,10,5.0,Chevrolet
1724,9,38,55.0,Toyota
1725,10,20,42.0,Chevrolet
1726,11,26,3.0,Chevrolet
1727,12,8,16.0,Ford
1728,13,3,20.0,Toyota
1729,14,2,2.0,Ford
1730,15,15,15.0,Toyota
1731,16,9,31.0,Chevrolet
1732,17,30,51.0,Chevrolet
1733,18,36,10.0,Chevrolet
1734,19,11,48.0,Chevrolet
1735,20,4,22.0,Ford
1736,21,28,27.0,Chevrolet
1737,22,16,38.0,Ford
1738,23,32,98.0,Chevrolet
1739,24,14,88.0,Chevrolet
1740,25,22,47.0,Chevrolet
1741,26,34,7.0,Chevrolet
1742,27,25,13.0,Chevrolet
1743,28,35,36.0,Chevrolet
1744,29,7,18.0,Toyota
1745,30,31,40.0,Chevrolet
1746,31,19,34.0,Ford
1747,32,33,23.0,Toyota
1748,33,39,32.0,Ford
1749,34,41,30.0,Toyota
1750,35,13,41.0,Chevrolet
1751,36,29,78.0,Chevrolet
1752,37,24,95.0,Ford
1753,38,17,1.0,Chevrolet
1754,39,27,4.0,Chevrolet
1755,40,18,26.0,Toyota
1756,41,42,66.0,Toyota
1757,42,40,83.0,Toyota
1758,43,43,33.0,Chevrolet
1760,1,14,18.0,Toyota
1761,2,11,42.0,Chevrolet
1762,3,17,41.0,Chevrolet
1763,4,1,20.0,Toyota
1764,5,10,14.0,Chevrolet
1765,6,25,1.0,Chevrolet
1766,7,19,55.0,Toyota
1767,8,18,47.0,Chevrolet
1768,9,30,27.0,Chevrolet
1769,10,9,99.0,Ford
1770,11,20,3.0,Chevrolet
1771,12,15,88.0,Chevrolet
1772,13,6,24.0,Chevrolet
1773,14,27,10.0,Chevrolet
1774,15,31,13.0,Chevrolet
1775,16,5,15.0,Toyota
1776,17,13,11.0,Toyota
1777,18,34,26.0,Toyota
1778,19,23,7.0,Chevrolet
1779,20,16,31.0,Chevrolet
1780,21,36,36.0,Chevrolet
1781,22,40,23.0,Toyota
1782,23,12,78.0,Chevrolet
1783,24,3,48.0,Chevrolet
1784,25,43,40.0,Chevrolet
1785,26,2,2.0,Ford
1786,27,41,34.0,Ford
